USAF,WBAN,STATION NA,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
420440,99999,QAZI GUND,IN,,,33.582999999999998,75.082999999999998,1690.000000000000000,20030306,20180723
420450,99999,BANIHAL,IN,,,33.500000000000000,75.167000000000002,1630.000000000000000,20021023,20180723
420550,99999,JAMMU (IN-AFB),IN,,,32.683000000000000,74.832999999999998,314.000000000000000,19730101,19910719
420551,99999,JAMMU,IN,,,32.750000000000000,74.917000000000002,292.000000000000000,19550110,19561231
420560,99999,JAMMU,IN,,,32.667000000000002,74.832999999999998,367.000000000000000,19830902,20180723
420570,99999,PATHANKOT (IN-AFB)&,IN,,,32.232999999999997,75.632999999999996,312.000000000000000,19730102,19750831
420590,99999,DALHOUSIE,IN,,,32.533000000000001,75.966999999999999,1959.000000000000000,19440601,20060101
420600,99999,KATHUA,IN,,,32.332999999999998,75.500000000000000,380.000000000000000,20011121,20180316
420620,99999,DHARMSALA,IN,,,32.267000000000003,76.382999999999996,1211.000000000000000,19730101,20180723
420630,99999,KYELONG,IN,,,32.582999999999998,77.066999999999993,3348.000000000000000,20180324,20180324
420650,99999,MANALI,IN,,,32.267000000000003,77.167000000000002,2039.000000000000000,19990223,20180723
420710,99999,AMRITSAR,IN,,VIAR,31.710000000000001,74.796999999999997,230.400000000000006,19730101,20180723
420740,99999,KAPURTHALA,IN,,,31.332999999999998,75.332999999999998,229.000000000000000,20020214,20160509
420770,99999,UNA,IN,,,31.466999999999999,76.266999999999996,369.000000000000000,20090205,20180723
420780,99999,MANDI,IN,,,31.716999999999999,76.966999999999999,761.000000000000000,19590602,20180723
420790,99999,SUNDERNAGAR,IN,,,31.533000000000001,76.900000000000006,874.000000000000000,20130529,20180723
420800,99999,BILASPUR,IN,,,31.250000000000000,76.667000000000002,587.000000000000000,19590602,20151208
420810,99999,BHUNTAR,IN,,,31.832999999999998,77.167000000000002,1084.000000000000000,20020903,20180723
420830,99999,SHIMLA,IN,,,31.100000000000001,77.167000000000002,2202.000000000000000,19440101,20180723
420960,99999,FEROZEPUR,IN,,,30.917000000000002,74.667000000000002,200.000000000000000,19730101,20030730
420970,99999,BHATINDA,IN,,,30.167000000000002,74.582999999999998,211.000000000000000,20030524,20030524
420981,99999,HALWARA,IN,,,30.750000000000000,75.632999999999996,242.000000000000000,19440101,19481231
420990,99999,LUDHIANA,IN,,,30.867000000000001,75.933000000000007,255.000000000000000,19730101,20180723
421010,99999,PATIALA,IN,,,30.332999999999998,76.466999999999999,251.000000000000000,19730101,20180723
421030,99999,AMBALA,IN,,,30.382999999999999,76.766999999999996,272.000000000000000,19440101,20180723
421040,99999,NAHAN,IN,,,30.399999999999999,76.766999999999996,958.000000000000000,19881016,20180723
421050,99999,CHANDIGARH(IAFB),IN,,,30.733000000000001,76.882999999999996,347.000000000000000,19740101,20180723
421070,99999,DHARMPUR,IN,,,30.899999999999999,77.016999999999996,1986.000000000000000,19990701,20021214
421080,99999,UTTARKASHI,IN,,,30.733000000000001,78.450000000000003,1200.000000000000000,19990420,20030305
421110,99999,DEHRADUN,IN,,,30.317000000000000,78.033000000000001,682.000000000000000,19440101,20180723
421120,99999,MUSSOORIE,IN,,,30.449999999999999,78.082999999999998,2042.000000000000000,19440101,20040705
421140,99999,TEHRI,IN,,,30.399999999999999,78.483000000000004,770.000000000000000,19981224,20180723
421160,99999,JOSHIMATH,IN,,,30.550000000000001,79.566999999999993,1875.000000000000000,19730101,20030606
421170,99999,CHAMOLI,IN,,,30.399999999999999,79.332999999999998,1160.000000000000000,19990211,20160514
421210,99999,MUNSYARI,IN,,,30.117000000000001,80.250000000000000,3414.000000000000000,20011024,20110908
421220,99999,ANUPGARH,IN,,,29.167000000000002,73.167000000000002,154.000000000000000,19440101,20030711
421230,99999,GANGANAGAR,IN,,,29.917000000000002,73.917000000000002,177.000000000000000,19440101,20180723
421310,99999,HISSAR,IN,,VIHR,29.178999999999998,75.754999999999995,213.400000000000006,19440101,20180723
421350,99999,SANGRUR,IN,,,30.167000000000002,75.832999999999998,236.000000000000000,19831001,20180519
421370,99999,KARNAL,IN,,,29.699999999999999,77.033000000000001,249.000000000000000,19730109,20180723
421390,99999,MEERUT,IN,,,29.016999999999999,77.716999999999999,222.000000000000000,19440603,20180723
421400,99999,ROORKEE,IN,,,29.850000000000001,77.882999999999996,274.000000000000000,19440101,20141111
421430,99999,NAJIBABAD,IN,,,29.617000000000001,78.382999999999996,270.000000000000000,19730101,20180723
421460,99999,NAINITAL,IN,,,29.399999999999999,79.466999999999999,1953.000000000000000,19730103,19790214
421470,99999,MUKTESHWAR KUMAON,IN,,,29.466999999999999,79.650000000000006,2311.000000000000000,19440101,20180723
421480,99999,PANTNAGAR,IN,,,29.033000000000001,79.466999999999999,233.000000000000000,20070520,20180723
421510,99999,DHARCHULA,IN,,,29.850000000000001,80.533000000000001,817.000000000000000,19831002,20020313
421650,99999,BIKANER,IN,,,28.000000000000000,73.299999999999997,224.000000000000000,19440101,20180723
421700,99999,CHURU,IN,,,28.250000000000000,74.917000000000002,291.000000000000000,19730101,20180723
421740,99999,PILANI,IN,,,28.332999999999998,75.582999999999998,301.000000000000000,20020630,20180723
421760,99999,ROHTAK,IN,,,28.832999999999998,76.582999999999998,222.000000000000000,20010728,20180723
421770,99999,NARNAUL,IN,,,28.000000000000000,76.082999999999998,308.000000000000000,20020219,20180723
421780,99999,GURGAON,IN,,,28.417000000000002,77.000000000000000,224.000000000000000,20010718,20010807
421810,99999,INDIRA GANDHI INTL,IN,,VIDP,28.567000000000000,77.102999999999994,236.800000000000011,19750307,20180723
421820,99999,SAFDARJUNG,IN,,VIDD,28.585000000000001,77.206000000000003,214.900000000000006,19420702,20180723
421830,99999,BULANDSHAHR,IN,,,28.399999999999999,77.867000000000004,218.000000000000000,20010823,20170223
421870,99999,MORADABAD,IN,,,28.832999999999998,78.750000000000000,202.000000000000000,19830915,20180723
421880,99999,RAMPUR,IN,,,28.750000000000000,79.000000000000000,191.000000000000000,19990709,20020927
421890,99999,BAREILLY,IN,,VIBY,28.422000000000001,79.450999999999993,176.800000000000011,19440101,20180723
421900,99999,PILIBHIT,IN,,,28.632999999999999,79.799999999999997,188.000000000000000,20020725,20020725
422200,99999,PASIGHAT,IN,,,28.100000000000001,95.382999999999996,157.000000000000000,19740403,20180723
422420,99999,NAGAUR,IN,,,27.167000000000002,73.667000000000002,298.000000000000000,20010723,20030215
422490,99999,SIKAR,IN,,,27.617000000000001,75.132999999999996,433.000000000000000,19730101,20180723
422550,99999,ALWAR,IN,,,27.500000000000000,76.582999999999998,271.000000000000000,19730101,20180723
422570,99999,MATHURA,IN,,,27.500000000000000,77.683000000000007,174.000000000000000,20020418,20021216
422580,99999,BHARATPUR,IN,,,27.216999999999999,77.500000000000000,176.000000000000000,20020214,20180722
422600,99999,AGRA,IN,,VIAG,27.155999999999999,77.960999999999999,167.900000000000006,19420824,20180723
422610,99999,AGRA,IN,,,27.167000000000002,78.033000000000001,169.000000000000000,19440101,20021224
422620,99999,ALIGARH,IN,,,27.882999999999999,78.066999999999993,187.000000000000000,19730101,20180723
422650,99999,MAINPURI,IN,,,27.233000000000001,79.049999999999997,157.000000000000000,19440101,20030120
422660,99999,SHAHJAHANPUR,IN,,,27.882999999999999,79.900000000000006,155.000000000000000,20090205,20180723
422700,99999,KHERI,IN,,,27.899999999999999,80.799999999999997,147.000000000000000,19730101,20171124
422710,99999,HARDOI,IN,,,27.382999999999999,80.167000000000002,142.000000000000000,19730101,20180723
422730,99999,BAHRAICH,IN,,,27.567000000000000,81.599999999999994,124.000000000000000,19440101,20180723
422740,99999,GONDA,IN,,,27.132999999999999,81.966999999999999,110.000000000000000,19730101,20171008
422790,99999,BASTI,IN,,,26.800000000000001,82.733000000000004,89.000000000000000,20160804,20171222
422820,99999,NAUTANWA,IN,,,27.433000000000000,83.417000000000002,99.000000000000000,19730101,20030304
422950,99999,DARJEELING,IN,,,27.050000000000001,88.266999999999996,2128.000000000000000,19440101,20180720
422960,99999,KALIMPONG,IN,,,27.067000000000000,88.466999999999999,1209.000000000000000,20151207,20180723
422990,99999,GANGTOK,IN,,,27.332999999999998,88.617000000000004,1756.000000000000000,19740902,20180723
423050,99999,BOMDILA,IN,,,27.417000000000002,92.849999999999994,2484.000000000000000,20020727,20050401
423090,99999,LILABARI,IN,,VELR,27.295000000000002,94.097999999999999,100.599999999999994,19431223,20180723
423110,99999,SIBSAGAR,IN,,,26.983000000000001,94.632999999999996,97.000000000000000,19440101,20160117
423120,99999,ZIRO,IN,,,27.917000000000002,94.799999999999997,1476.000000000000000,20010802,20171105
423140,99999,DIBRUGARH,IN,,VEMN,27.484000000000002,95.016999999999996,110.299999999999997,19420714,20180723
423160,99999,DIGBOI,IN,,,27.382999999999999,95.617000000000004,143.000000000000000,19440901,20160805
423390,99999,JODHPUR,IN,,VIJO,26.251000000000001,73.049000000000007,218.500000000000000,19430731,20180723
423430,99999,AJMER,IN,,,26.449999999999999,74.617000000000004,486.000000000000000,19440101,20180723
423480,99999,JAIPUR,IN,,VIJP,26.824000000000002,75.811999999999998,385.000000000000000,19440101,20180723
423490,99999,TONK,IN,,,26.167000000000002,75.750000000000000,272.000000000000000,19990514,20160718
423540,99999,DHOLPUR,IN,,,26.667000000000002,77.832999999999998,176.000000000000000,19730101,20090205
423580,99999,BHIND,IN,,,26.567000000000000,78.799999999999997,168.000000000000000,20020328,20021208
423610,99999,GWALIOR,IN,,VIGR,26.292999999999999,78.227999999999994,188.099999999999994,19440101,20180723
423640,99999,ETAWAH,IN,,,26.733000000000001,78.983000000000004,151.000000000000000,20010711,20170730
423660,99999,KANPUR,IN,,,26.433000000000000,80.367000000000004,125.000000000000000,19450621,20180217
423670,99999,KANPUR CHAKERI,IN,,VICX,26.404000000000000,80.409999999999997,123.400000000000006,19440101,20180723
423680,99999,LUCKNOW,IN,,,26.867000000000001,80.933000000000007,111.000000000000000,19730101,20161218
423690,99999,LUCKNOW,IN,,VILK,26.760999999999999,80.888999999999996,125.000000000000000,19440101,20180723
423720,99999,FURSATGANJ AIRPORT,IN,,VERB,26.250000000000000,81.382999999999996,109.700000000000003,20130529,20180723
423740,99999,FAIZABAD,IN,,,26.750000000000000,82.082999999999998,102.000000000000000,20020203,20180630
423750,99999,SULTANPUR,IN,,,26.250000000000000,82.000000000000000,97.000000000000000,19990614,20160416
423790,99999,GORAKHPUR,IN,,VEGK,26.739999999999998,83.450000000000003,78.900000000000006,19440101,20180723
423810,99999,AZAMGARH,IN,,,26.050000000000001,83.216999999999999,78.000000000000000,19730101,19800626
423820,99999,RAXAUL,IN,,,26.983000000000001,84.849999999999994,79.000000000000000,19730101,20180409
423830,99999,MOTIHARI,IN,,,26.667000000000002,84.917000000000002,66.000000000000000,19440101,20160930
423870,99999,MUZAFFARPUR,IN,,,26.117000000000001,85.400000000000006,53.000000000000000,19740515,20180723
423900,99999,MUZAFFARPUR AERODROME,IN,,,26.117000000000001,85.316999999999993,53.000000000000000,20011029,20170327
423910,99999,DARBHANGA,IN,,,26.167000000000002,85.900000000000006,49.000000000000000,19440101,20180723
423930,99999,SUPAUL,IN,,,26.132999999999999,86.582999999999998,50.000000000000000,20010905,20180723
423950,99999,FORBESGANJ,IN,,,26.300000000000001,87.266999999999996,61.000000000000000,19730101,20180723
423970,99999,SILIGURI,IN,,,26.667000000000002,88.367000000000004,123.000000000000000,19990213,20161220
423980,99999,BAGDOGRA,IN,,VEBD,26.681000000000001,88.328999999999994,125.599999999999994,19570618,20180723
423990,99999,JALPAIGURI,IN,,,26.533000000000001,88.716999999999999,83.000000000000000,19440101,20180723
424030,99999,COOCH BEHAR,IN,,,26.332999999999998,89.466999999999999,43.000000000000000,19430220,20180723
424040,99999,DHUBRI,IN,,,26.016999999999999,89.983000000000004,36.000000000000000,19440101,20180723
424060,99999,DHUBRI/RUPSI,IN,,,26.149999999999999,89.917000000000002,45.000000000000000,19450630,19450930
424070,99999,GOALPARA,IN,,,26.183000000000000,90.632999999999996,38.000000000000000,19730102,20180723
424080,99999,RANGIA,IN,,,26.433000000000000,91.617000000000004,60.000000000000000,20151207,20180615
424090,99999,TANGLA,IN,,,26.649999999999999,91.917000000000002,65.000000000000000,19740221,20180221
424100,99999,GUWAHATI INTL,IN,,VEGT,26.106000000000002,91.585999999999999,49.399999999999999,19440102,20180723
424130,99999,MAJBAT,IN,,,26.750000000000000,92.349999999999994,120.000000000000000,20011009,20180723
424140,99999,CHAPARMUKH,IN,,,26.199999999999999,92.516999999999996,66.000000000000000,19730103,20180723
424150,99999,TEZPUR,IN,,,26.617000000000001,92.783000000000001,79.000000000000000,19440101,20180723
424160,99999,TEZPUR/BINDUKURI,IN,,,26.716999999999999,92.799999999999997,75.000000000000000,19430510,19801101
424190,99999,GOHPUR,IN,,,26.832999999999998,93.582999999999998,82.000000000000000,19831028,20071017
424200,99999,GOLAGHAT,IN,,,26.516999999999999,93.983000000000004,95.000000000000000,19740806,20180723
424230,99999,JORHAT,IN,,,26.067000000000000,90.167000000000002,880.000000000000000,19740708,20180723
424231,99999,JORHAT,IN,,VEJT,26.731999999999999,94.176000000000002,94.799999999999997,19430414,20180622
424410,99999,ERINPURA /JAWAI DAM SITE,IN,,,25.082999999999998,73.082999999999998,295.000000000000000,19450801,20180723
424470,99999,BHILWARA,IN,,,25.350000000000001,74.632999999999996,425.000000000000000,20020917,20180723
424500,99999,BUNDI,IN,,,25.449999999999999,75.632999999999996,267.000000000000000,20030202,20180723
424510,99999,KOTA-IN-RAJASTHAN,IN,,,25.183000000000000,75.849999999999994,256.000000000000000,19570101,19780502
424511,99999,KOTA,IN,,,25.183000000000000,75.849999999999994,257.000000000000000,19440101,19561231
424520,99999,KOTA,IN,,VIKO,25.160000000000000,75.846000000000004,273.100000000000023,19730101,20180723
424530,99999,SAWAI MADHOPUR,IN,,,25.983000000000001,76.367000000000004,264.000000000000000,20010822,20180723
424560,99999,SHEOPUR,IN,,,25.667000000000002,76.683000000000007,235.000000000000000,19730101,20180723
424590,99999,SHIVPURI,IN,,,25.332999999999998,77.650000000000006,464.000000000000000,20020528,20180723
424600,99999,DATIA,IN,,,25.667000000000002,78.466999999999999,229.000000000000000,20020417,20180722
424630,99999,JHANSI,IN,,VIJN,25.491000000000000,78.558000000000007,244.099999999999994,19440101,20180723
424670,99999,NOWGONG,IN,,,25.067000000000000,79.450000000000003,229.000000000000000,19440101,20180723
424680,99999,ORAI,IN,,,25.983000000000001,79.500000000000000,141.000000000000000,20030216,20180723
424690,99999,HAMIRPUR,IN,,,25.949999999999999,80.150000000000006,109.000000000000000,20090205,20180723
424710,99999,FATEHPUR,IN,,,25.933000000000000,80.832999999999998,114.000000000000000,19730101,20170523
424720,99999,PRATAPGARH,IN,,,25.899999999999999,81.950000000000003,99.000000000000000,20161018,20180706
424730,99999,BANDA,IN,,,25.466999999999999,80.367000000000004,121.000000000000000,20040902,20180723
424750,99999,ALLAHABAD,IN,,VIAL,25.440999999999999,81.734999999999999,98.099999999999994,19420727,20180501
424770,99999,JAUNPUR,IN,,,25.750000000000000,82.683000000000007,80.000000000000000,20170531,20171031
424790,99999,LAL BAHADUR SHASTRI,IN,,VEBN,25.449999999999999,82.867000000000004,81.099999999999994,19730101,20180723
424820,99999,GHAZIPUR,IN,,,25.399999999999999,83.549999999999997,67.000000000000000,20010718,20180723
424830,99999,VARANASI,IN,,,25.300000000000001,83.016999999999996,90.000000000000000,19440101,20180723
424840,99999,BALLIA,IN,,,25.750000000000000,84.167000000000002,64.000000000000000,20020217,20180531
424870,99999,ARRAH,IN,,,25.567000000000000,84.667000000000002,58.000000000000000,20170508,20170508
424880,99999,CHAPRA,IN,,,25.783000000000001,84.733000000000004,58.000000000000000,20051019,20180722
424920,99999,PATNA,IN,,VEPT,25.591000000000001,85.087999999999994,51.799999999999997,19440101,20180723
424980,99999,BHAGALPUR,IN,,,25.233000000000001,86.950000000000003,49.000000000000000,19570102,20180723
424990,99999,SABAUR,IN,,,25.233000000000001,87.066999999999993,37.000000000000000,20020614,20180723
425000,99999,PURNEA,IN,,,25.266999999999999,87.466999999999999,38.000000000000000,19440101,20180723
425060,99999,BALURGHAT,IN,,,25.216999999999999,88.783000000000001,26.000000000000000,20030414,20180723
425110,99999,TURA,IN,,,25.516999999999999,90.233000000000004,370.000000000000000,19730101,20030226
425120,99999,SHILLONG ARPT/UMROI ARPT,IN,,VEBI,25.699999999999999,91.983000000000004,891.200000000000045,20151208,20180723
425150,99999,CHERRAPUNJI,IN,,,25.250000000000000,91.733000000000004,1313.000000000000000,19440101,20180723
425160,99999,SHILLONG,IN,,,25.567000000000000,91.882999999999996,1598.000000000000000,19440101,20180723
425220,99999,HAFLONG,IN,,,25.167000000000002,93.016999999999996,682.000000000000000,20151207,20180723
425230,99999,LUMDING,IN,,,25.750000000000000,93.183000000000007,149.000000000000000,19730101,20180723
425270,99999,KOHIMA,IN,,,25.632999999999999,94.167000000000002,1406.000000000000000,19770923,20180723
425420,99999,UDAIPUR,IN,,VAUD,24.617999999999999,73.896000000000001,513.299999999999955,19750811,20180723
425430,99999,UDAIPUR,IN,,,24.582999999999998,73.700000000000003,582.000000000000000,19440601,20170701
425460,99999,CHITTORGARH,IN,,,24.882999999999999,74.632999999999996,404.000000000000000,20090205,20180723
425520,99999,CHAMBAL/RAWAT BHATA,IN,,,24.917000000000002,75.582999999999998,351.000000000000000,20040727,20090205
425670,99999,KHAJURAHO,IN,,,24.983000000000001,79.917000000000002,217.000000000000000,20020623,20180723
427051,99999,KULLU MANALI,IN,,VIBR,31.876999999999999,77.153999999999996,1089.099999999999909,20040707,20180502
427052,99999,CHANDIGARH,IN,,VICG,30.672999999999998,76.789000000000001,308.500000000000000,20060812,20180705
427053,99999,LEH,IN,,VILH,34.136000000000003,77.546999999999997,3255.900000000000091,20060905,20180404
433990,99999,PARO,BT,,VQPR,27.402999999999999,89.424999999999997,2234.800000000000182,20101206,20180723
435410,99999,SONAMARG          &,IN,,,34.317000000000000,75.316999999999993,2515.000000000000000,19570103,19631112
435420,99999,DRAS,IN,,,34.433000000000000,75.766999999999996,3066.000000000000000,19570101,19631230
444040,99999,DADELDHURA,NP,,,29.300000000000001,80.582999999999998,1848.000000000000000,19780301,20180709
444060,99999,DIPAYAL,NP,,,29.250000000000000,80.950000000000003,617.000000000000000,20051012,20180709
444090,99999,DHANGADHI (ATARIYA),NP,,,28.800000000000001,80.549999999999997,187.000000000000000,20051012,20180709
444160,99999,SURKHET,NP,,VNSK,28.600000000000001,81.617000000000004,720.000000000000000,19761101,20180709
